Number,Date,Flight number,From,To,Distance,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number
550,02/17/2017,326,Washington / Dulles (IAD/KIAD),Seattle / Seattle-Tacoma (SEA/KSEA),2303,17:49:00,19:52:00,05:03:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N69885,10C
549,02/17/2017,498,Chicago / O'Hare (ORD/KORD),Washington / Dulles (IAD/KIAD),588,13:51:00,16:11:00,01:20:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N458UA,22F
548,02/11/2017,5259,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Chicago / Chicago Midway (MDW/KMDW),228,15:49:00,15:43:00,00:54:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-700 (CRJ7),N751EV,7D
547,02/11/2017,4712,Louisville / Louisville (SDF/KSDF),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),306,13:00:00,13:55:00,00:55:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N496CA,3D
546,02/11/2017,1302,Atlanta / Hartsfield-Jackson (ATL/KATL),Louisville / Louisville (SDF/KSDF),323,10:48:00,11:44:00,00:56:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N966DL,17E
545,02/11/2017,2030,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,06:12:00,08:42:00,01:30:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N603AT,18A
544,02/09/2017,259,Grand Rapids / Kent Co (GRR/KGRR),Chicago / O'Hare (ORD/KORD),137,18:45:00,18:12:00,00:27:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N438UA,10C
543,02/09/2017,4303,Chicago / O'Hare (ORD/KORD),Grand Rapids / Kent Co (GRR/KGRR),137,15:55:00,17:24:00,00:29:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N17185,21D
542,02/04/2017,1758,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,14:23:00,14:57:00,01:34:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N979AT,15A
541,02/03/2017,1513,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Atlanta / Hartsfield-Jackson (ATL/KATL),596,16:50:00,18:18:00,01:28:00,Delta Air Lines (DL/DAL),Boeing 757-300 (B753),N582NW,22F
540,02/03/2017,3554,Chicago / Chicago Midway (MDW/KMDW),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),228,12:44:00,14:26:00,00:42:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N692CA,10A
539,01/28/2017,1788,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,22:57:00,23:24:00,01:27:00,American Airlines (AA/AAL),Airbus A320-200 (A320),N104UW,5A
538,01/28/2017,1945,Philadelphia / Philadelphia (PHL/KPHL),Charlotte / Douglas (CLT/KCLT),449,20:09:00,21:21:00,01:12:00,American Airlines (AA/AAL),Airbus A320-200 (A320),N110UW,3A
537,01/28/2017,4851,Ithaca / Tompkins Regional (ITH/KITH),Philadelphia / Philadelphia (PHL/KPHL),192,18:04:00,18:55:00,00:51:00,Piedmont Airlines (US/PDT),Bombardier Dash 8-100 (DH8A),N837EX,8F
536,01/28/2017,4785,Philadelphia / Philadelphia (PHL/KPHL),Ithaca / Tompkins Regional (ITH/KITH),192,12:04:00,12:42:00,00:38:00,Piedmont Airlines (US/PDT),Embraer ERJ-145 (E145),N627AE,17A
535,01/28/2017,2001,Chicago / O'Hare (ORD/KORD),Philadelphia / Philadelphia (PHL/KPHL),677,05:13:00,07:43:00,01:30:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N557UW,8F
534,01/21/2017,486,Phoenix / Sky Harbor (PHX/KPHX),Chicago / O'Hare (ORD/KORD),1439,20:00:00,23:58:00,02:58:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N584UW,8F
533,01/21/2017,1017,Seattle / Seattle-Tacoma (SEA/KSEA),Phoenix / Sky Harbor (PHX/KPHX),1108,15:10:00,18:22:00,02:12:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N953NN,8C
532,01/20/2017,1085,Chicago / O'Hare (ORD/KORD),Seattle / Seattle-Tacoma (SEA/KSEA),1718,17:36:00,19:11:00,03:35:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N921NN,9D
531,01/18/2017,1248,Newark / Liberty International (EWR/KEWR),Chicago / O'Hare (ORD/KORD),718,20:35:00,21:22:00,01:47:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N425UA,22A
530,01/18/2017,3672,Providence / Providence-Theodore Francis (PVD/KPVD),Newark / Liberty International (EWR/KEWR),159,19:02:00,19:54:00,00:52:00,Republic Airlines (YX/RPA),Embraer ERJ-170 (E170),N652RW,10A
529,01/18/2017,3536,Chicago / O'Hare (ORD/KORD),Providence / Providence-Theodore Francis (PVD/KPVD),848,14:08:00,17:03:00,01:55:00,Republic Airlines (YX/RPA),Embraer ERJ-170 (E170),N652RW,11A
528,01/16/2017,743,Newark / Liberty International (EWR/KEWR),Chicago / O'Hare (ORD/KORD),718,16:59:00,18:19:00,02:20:00,United Airlines (UA/UAL),Boeing 767-300 (B763),N646UA,25K
527,01/16/2017,385,Chicago / O'Hare (ORD/KORD),Newark / Liberty International (EWR/KEWR),718,11:36:00,14:04:00,01:28:00,United Airlines (UA/UAL),Boeing 767-300 (B763),N646UA,26K
526,01/15/2017,2009,Washington / Dulles (IAD/KIAD),Chicago / O'Hare (ORD/KORD),588,22:41:00,23:13:00,01:32:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N75425,2F
525,01/15/2017,498,Chicago / O'Hare (ORD/KORD),Washington / Dulles (IAD/KIAD),588,13:40:00,15:56:00,01:16:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N490UA,24A
524,01/13/2017,790,Newark / Liberty International (EWR/KEWR),Chicago / Chicago Midway (MDW/KMDW),710,19:01:00,20:11:00,02:10:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N617SW,20F
523,01/08/2017,789,Chicago / Chicago Midway (MDW/KMDW),Newark / Liberty International (EWR/KEWR),710,12:23:00,14:51:00,01:28:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N446WN,19A
522,12/28/2016,3518,Akron/Canton / Akron/Canton (CAK/KCAK),Chicago / O'Hare (ORD/KORD),343,08:55:00,08:59:00,01:04:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N694AE,2A
521,12/24/2016,3719,Chicago / O'Hare (ORD/KORD),Akron/Canton / Akron/Canton (CAK/KCAK),343,12:16:00,14:12:00,00:56:00,Envoy Air (MQ/ENY),Embraer ERJ-145 (E145),N651AE,2A
520,12/21/2016,4857,Minneapolis / St Paul (MSP/KMSP),Chicago / Chicago Midway (MDW/KMDW),349,18:10:00,19:14:00,01:04:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N896SK,7D
519,12/21/2016,87,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Minneapolis / St Paul (MSP/KMSP),528,16:03:00,16:58:00,01:55:00,Delta Air Lines (DL/DAL),Boeing 757-300 (B753),N593NW,16F
518,12/21/2016,3984,Harrisburg / Harrisburg (MDT/KMDT),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),370,12:08:00,13:15:00,01:07:00,Endeavor Air (9E/EDV),Bombardier CRJ-200 (CRJ2),N8946A,8D
517,12/21/2016,3984,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Harrisburg / Harrisburg (MDT/KMDT),370,10:06:00,11:01:00,00:55:00,Endeavor Air (9E/EDV),Bombardier CRJ-200 (CRJ2),N8946A,5D
516,12/21/2016,4006,Chicago / Chicago Midway (MDW/KMDW),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),228,07:22:00,09:05:00,00:43:00,Endeavor Air (9E/EDV),Bombardier CRJ-200 (CRJ2),N8775A,11D
515,12/10/2016,1758,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / Chicago Midway (MDW/KMDW),592,14:16:00,14:49:00,01:33:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N959AT,15E
514,12/09/2016,663,Columbus / Port Columbus (CMH/KCMH),Atlanta / Hartsfield-Jackson (ATL/KATL),448,17:20:00,18:33:00,01:13:00,Southwest Airlines (WN/SWA),Boeing 737-300 (B733),N388SW,9F
513,12/09/2016,695,Chicago / Chicago Midway (MDW/KMDW),Columbus / Port Columbus (CMH/KCMH),283,13:28:00,15:14:00,00:46:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8308K,18E
512,12/03/2016,623,Los Angeles / Los Angeles International (LAX/KLAX),Chicago / O'Hare (ORD/KORD),1743,23:39:00,04:53:00,03:14:00,United Airlines (UA/UAL),Boeing 777-200 (B772),N211UA,39A
511,12/03/2016,592,Chicago / O'Hare (ORD/KORD),Los Angeles / Los Angeles International (LAX/KLAX),1743,15:59:00,17:43:00,03:44:00,United Airlines (UA/UAL),Boeing 757-300 (B753),N75861,15D
510,12/02/2016,1282,Denver / Denver (DEN/KDEN),Chicago / O'Hare (ORD/KORD),887,19:43:00,22:22:00,01:39:00,Frontier Airlines (F9/FFT),Airbus A321-200 (A321),N705FR,33A
509,12/02/2016,1285,Chicago / O'Hare (ORD/KORD),Denver / Denver (DEN/KDEN),887,16:00:00,17:17:00,02:17:00,Frontier Airlines (F9/FFT),Airbus A321-200 (A321),N705FR,38A
508,11/21/2016,1812,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,22:54:00,23:28:00,01:34:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N967DL,3A
507,11/21/2016,977,Columbus / Port Columbus (CMH/KCMH),Atlanta / Hartsfield-Jackson (ATL/KATL),448,19:27:00,20:32:00,01:05:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N683DA,2D
506,11/21/2016,996,Minneapolis / St Paul (MSP/KMSP),Columbus / Port Columbus (CMH/KCMH),625,15:23:00,17:36:00,01:13:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N603AT,3A
505,11/21/2016,2656,Chicago / O'Hare (ORD/KORD),Minneapolis / St Paul (MSP/KMSP),334,12:38:00,13:46:00,01:08:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N980AT,1B
504,11/15/2016,1282,Washington / Dulles (IAD/KIAD),Chicago / O'Hare (ORD/KORD),588,22:32:00,23:03:00,01:31:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N462UA,10A
503,11/15/2016,6063,Pittsburgh / Pittsburgh (PIT/KPIT),Washington / Dulles (IAD/KIAD),182,20:09:00,20:53:00,00:44:00,Mesa Airlines (YV/ASH),Bombardier CRJ-700 (CRJ7),N504MJ,9A
502,11/15/2016,6063,Washington / Dulles (IAD/KIAD),Pittsburgh / Pittsburgh (PIT/KPIT),182,17:41:00,18:16:00,00:35:00,Mesa Airlines (YV/ASH),Bombardier CRJ-700 (CRJ7),N504MJ,11D
501,11/15/2016,118,Chicago / O'Hare (ORD/KORD),Washington / Dulles (IAD/KIAD),588,14:12:00,16:29:00,01:17:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N413UA,10A
500,11/12/2016,5532,Chicago / O'Hare (ORD/KORD),Milwaukee / Gen Mitchell (MKE/KMKE),67,12:29:00,12:47:00,00:18:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N919SW,2A
499,11/12/2016,4075,St Louis / St Louis (STL/KSTL),Chicago / O'Hare (ORD/KORD),258,10:16:00,11:09:00,00:53:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N15574,3A
498,11/12/2016,4018,Chicago / O'Hare (ORD/KORD),St Louis / St Louis (STL/KSTL),258,08:01:00,08:43:00,00:42:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N33182,3A
497,11/12/2016,5310,Milwaukee / Gen Mitchell (MKE/KMKE),Chicago / O'Hare (ORD/KORD),67,06:22:00,06:44:00,00:22:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-200 (CRJ2),N494CA,2A
496,11/11/2016,1430,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,17:35:00,18:32:00,00:57:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N923DN,11B
495,11/11/2016,2845,Grand Rapids / Kent Co (GRR/KGRR),Minneapolis / St Paul (MSP/KMSP),408,16:21:00,16:20:00,00:59:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-88 (MD88),N977DL,15E
494,11/11/2016,4804,Minneapolis / St Paul (MSP/KMSP),Grand Rapids / Kent Co (GRR/KGRR),408,10:28:00,12:27:00,00:59:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N162PQ,10D
493,11/11/2016,2507,Chicago / O'Hare (ORD/KORD),Minneapolis / St Paul (MSP/KMSP),334,06:32:00,07:32:00,01:00:00,Delta Air Lines (DL/DAL),Boeing 737-800 (B738),N3741S,29F
492,11/09/2016,2591,Boston / Logan (BOS/KBOS),Chicago / O'Hare (ORD/KORD),865,16:24:00,17:20:00,01:56:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N866NN,3F
491,11/09/2016,790,Philadelphia / Philadelphia (PHL/KPHL),Boston / Logan (BOS/KBOS),280,14:12:00,15:00:00,00:48:00,American Airlines (AA/AAL),Airbus A330-200 (A332),N280AY,16H
490,11/09/2016,791,Boston / Logan (BOS/KBOS),Philadelphia / Philadelphia (PHL/KPHL),280,11:21:00,12:21:00,01:00:00,American Airlines (AA/AAL),Airbus A330-200 (A332),N287AY,3F
489,11/09/2016,1183,Chicago / O'Hare (ORD/KORD),Boston / Logan (BOS/KBOS),865,06:10:00,09:15:00,02:05:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N922NN,9F
488,11/07/2016,1282,Washington / Dulles (IAD/KIAD),Chicago / O'Hare (ORD/KORD),588,22:35:00,22:59:00,01:24:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N14219,15A
487,11/07/2016,6063,Pittsburgh / Pittsburgh (PIT/KPIT),Washington / Dulles (IAD/KIAD),182,19:43:00,20:23:00,00:40:00,Mesa Airlines (YV/ASH),Bombardier CRJ-700 (CRJ7),N510MJ,9A
486,11/07/2016,5298,Chicago / O'Hare (ORD/KORD),Pittsburgh / Pittsburgh (PIT/KPIT),412,16:20:00,18:21:00,01:01:00,SkyWest Airlines (OO/SKW),Embraer ERJ-175 (E175),N157SY,8A
485,11/05/2016,2535,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Chicago / O'Hare (ORD/KORD),803,15:05:00,16:54:00,01:49:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N9625W,32F
484,11/05/2016,2398,Nashville / Nashville (BNA/KBNA),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),631,11:33:00,13:01:00,01:28:00,American Airlines (AA/AAL),McDonnell Douglas MD-82 (MD82),N426AA,5F
483,11/04/2016,4797,Cincinnati / Northern Kentucky Int (CVG/KCVG),Nashville / Nashville (BNA/KBNA),230,09:34:00,09:23:00,00:49:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N814SK,3D
482,11/04/2016,4541,Chicago / O'Hare (ORD/KORD),Cincinnati / Northern Kentucky Int (CVG/KCVG),265,06:48:00,08:39:00,00:51:00,SkyWest Airlines (OO/SKW),Bombardier CRJ-900 (CRJ9),N814SK,6D
481,10/29/2016,454,Boston / Logan (BOS/KBOS),Chicago / O'Hare (ORD/KORD),865,17:40:00,18:49:00,02:09:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N38424,5A
480,10/28/2016,578,Chicago / O'Hare (ORD/KORD),Boston / Logan (BOS/KBOS),865,14:20:00,17:12:00,01:52:00,United Airlines (UA/UAL),Boeing 757-300 (B753),N57855,17A
479,10/22/2016,2740,St Louis / St Louis (STL/KSTL),Chicago / Chicago Midway (MDW/KMDW),251,15:52:00,16:38:00,00:46:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N920WN,11F
478,10/22/2016,2740,Atlanta / Hartsfield-Jackson (ATL/KATL),St Louis / St Louis (STL/KSTL),485,14:40:00,14:59:00,01:19:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N920WN,13A
477,10/21/2016,1581,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,18:08:00,20:30:00,01:22:00,Southwest Airlines (WN/SWA),Boeing 737-700 (B737),N735SA,16A
476,10/15/2016,5778,Minneapolis / St Paul (MSP/KMSP),Chicago / Chicago Midway (MDW/KMDW),349,20:03:00,21:05:00,01:02:00,Compass Airlines (CP/CPZ),Embraer ERJ-170 (E170),N751CZ,6A
475,10/15/2016,177,Atlanta / Hartsfield-Jackson (ATL/KATL),Minneapolis / St Paul (MSP/KMSP),908,15:16:00,16:27:00,02:11:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N551NW,23F
474,10/14/2016,762,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,18:02:00,20:26:00,01:24:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N989DN,11A
473,10/11/2016,1142,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Chicago / O'Hare (ORD/KORD),803,20:40:00,22:24:00,01:44:00,American Airlines (AA/AAL),Airbus A321-200 (A321),N135NN,31C
472,10/11/2016,2349,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,17:50:00,19:33:00,01:43:00,American Airlines (AA/AAL),Boeing 777-200 (B772),N762AN,12A
471,10/10/2016,5752,Minneapolis / St Paul (MSP/KMSP),Chicago / Chicago Midway (MDW/KMDW),349,17:47:00,18:49:00,01:02:00,Compass Airlines (CP/CPZ),Embraer ERJ-175 (E175),N622CZ,8D
470,10/10/2016,795,Grand Rapids / Kent Co (GRR/KGRR),Minneapolis / St Paul (MSP/KMSP),408,16:21:00,16:30:00,01:09:00,Delta Air Lines (DL/DAL),McDonnell Douglas MD-90 (MD90),N930DN,18A
469,10/10/2016,3456,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Grand Rapids / Kent Co (GRR/KGRR),120,12:12:00,12:39:00,00:27:00,Endeavor Air (9E/EDV),Bombardier CRJ-900 (CRJ9),N913XJ,2D
468,10/10/2016,5390,Chicago / Chicago Midway (MDW/KMDW),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),228,09:26:00,11:14:00,00:48:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-700 (CRJ7),N724EV,14A
467,10/08/2016,378,Houston / George Bush Intercontinental (IAH/KIAH),Chicago / O'Hare (ORD/KORD),927,19:28:00,21:25:00,01:57:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N26232,8B
466,10/08/2016,4186,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Houston / George Bush Intercontinental (IAH/KIAH),225,15:05:00,15:49:00,00:44:00,ExpressJet Airlines (XE/ASQ),Embraer ERJ-145 (E145),N13550,4A
465,10/07/2016,2349,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,18:07:00,20:05:00,01:58:00,American Airlines (AA/AAL),Boeing 777-200 (B772),N793AN,11J
464,10/01/2016,5387,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Chicago / Chicago Midway (MDW/KMDW),228,20:15:00,19:57:00,00:42:00,ExpressJet Airlines (XE/ASQ),Bombardier CRJ-700 (CRJ7),N758EV,5D
463,10/01/2016,1921,Atlanta / Hartsfield-Jackson (ATL/KATL),Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),596,16:48:00,18:08:00,01:20:00,Delta Air Lines (DL/DAL),Boeing 757-200 (B752),N6712B,22A
462,09/30/2016,1688,Chicago / Chicago Midway (MDW/KMDW),Atlanta / Hartsfield-Jackson (ATL/KATL),592,19:41:00,22:01:00,01:20:00,Delta Air Lines (DL/DAL),Boeing 717-200 (B712),N919AT,14A
461,09/24/2016,3712,Charlotte / Douglas (CLT/KCLT),Chicago / O'Hare (ORD/KORD),600,17:33:00,18:04:00,01:31:00,Shuttle America (S5/TCF),Embraer ERJ-170 (E170),N635RW,2D
460,09/24/2016,3430,Newark / Liberty International (EWR/KEWR),Charlotte / Douglas (CLT/KCLT),529,12:48:00,14:02:00,01:14:00,Republic Airlines (YX/RPA),Embraer ERJ-170 (E170),N856RW,10A
459,09/24/2016,1626,Chicago / O'Hare (ORD/KORD),Newark / Liberty International (EWR/KEWR),718,07:19:00,09:51:00,01:32:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N35260,8A
458,09/20/2016,1244,Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),Chicago / O'Hare (ORD/KORD),803,22:18:00,00:05:00,01:47:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N843NN,8A
457,09/20/2016,2375,Chicago / O'Hare (ORD/KORD),Dallas-Ft Worth / Dallas-Ft Worth (DFW/KDFW),803,19:13:00,21:00:00,01:47:00,American Airlines (AA/AAL),Boeing 757-200 (B752),N195AN,12F
456,09/10/2016,3460,Cleveland / Hopkins (CLE/KCLE),Chicago / Chicago Midway (MDW/KMDW),306,17:08:00,16:58:00,00:50:00,Southwest Airlines (WN/SWA),Boeing 737-800 (B738),N8657B,20A
455,09/10/2016,334,Chicago / O'Hare (ORD/KORD),Cleveland / Hopkins (CLE/KCLE),315,08:32:00,10:20:00,00:48:00,United Airlines (UA/UAL),Boeing 757-300 (B753),N75853,6A
454,09/03/2016,995,San Francisco / San Francisco International (SFO/KSFO),Chicago / O'Hare (ORD/KORD),1844,23:37:00,04:50:00,03:13:00,United Airlines (UA/UAL),Boeing 777-200 (B772),N215UA,16J
453,09/03/2016,1271,San Diego / San Diego International (SAN/KSAN),San Francisco / San Francisco International (SFO/KSFO),447,18:45:00,19:52:00,01:07:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N34460,2A
452,09/03/2016,1870,Houston / George Bush Intercontinental (IAH/KIAH),San Diego / San Diego International (SAN/KSAN),1302,15:04:00,15:51:00,02:47:00,United Airlines (UA/UAL),Boeing 737-900 (B739),N36476,12A
451,09/03/2016,1875,Chicago / O'Hare (ORD/KORD),Houston / George Bush Intercontinental (IAH/KIAH),927,11:26:00,13:29:00,02:03:00,United Airlines (UA/UAL),Boeing 767-300 (B763),N675UA,6L
450,08/30/2016,1282,Washington / Dulles (IAD/KIAD),Chicago / O'Hare (ORD/KORD),588,22:57:00,23:19:00,01:22:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N17245,4F
449,08/30/2016,4948,Newark / Liberty International (EWR/KEWR),Washington / Dulles (IAD/KIAD),212,16:54:00,17:46:00,00:52:00,CommutAir (C5/UCA),Bombardier Dash 8-200 (DH8B),N359PH,20D
448,08/30/2016,636,Chicago / O'Hare (ORD/KORD),Newark / Liberty International (EWR/KEWR),718,09:30:00,12:05:00,01:35:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N37274,8A
447,08/27/2016,995,San Francisco / San Francisco International (SFO/KSFO),Chicago / O'Hare (ORD/KORD),1844,23:47:00,05:09:00,03:22:00,United Airlines (UA/UAL),Boeing 777-200 (B772),N212UA,23H
446,08/27/2016,1271,San Diego / San Diego International (SAN/KSAN),San Francisco / San Francisco International (SFO/KSFO),447,20:43:00,21:46:00,01:03:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N438UA,11A
445,08/27/2016,395,Chicago / O'Hare (ORD/KORD),San Diego / San Diego International (SAN/KSAN),1722,16:29:00,18:15:00,03:46:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N438UA,10E
444,08/20/2016,4408,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,16:50:00,17:48:00,00:58:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N404YX,9F
443,08/19/2016,1261,Chicago / O'Hare (ORD/KORD),Minneapolis / St Paul (MSP/KMSP),334,19:10:00,20:06:00,00:56:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N967TW,5A
442,08/16/2016,3683,Pittsburgh / Pittsburgh (PIT/KPIT),Chicago / O'Hare (ORD/KORD),412,20:35:00,20:38:00,01:03:00,Shuttle America (S5/TCF),Embraer ERJ-170 (E170),N862RW,15A
441,08/16/2016,734,Chicago / O'Hare (ORD/KORD),Pittsburgh / Pittsburgh (PIT/KPIT),412,14:28:00,16:29:00,01:01:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N414UA,10A
440,08/13/2016,1596,Atlanta / Hartsfield-Jackson (ATL/KATL),Chicago / O'Hare (ORD/KORD),607,17:24:00,18:10:00,01:46:00,United Airlines (UA/UAL),Airbus A320-200 (A320),N407UA,1F
439,08/12/2016,1489,Chicago / O'Hare (ORD/KORD),Atlanta / Hartsfield-Jackson (ATL/KATL),607,11:02:00,13:44:00,01:42:00,United Airlines (UA/UAL),Boeing 737-800 (B738),N26208,2A
438,08/09/2016,5667,Nashville / Nashville (BNA/KBNA),Chicago / O'Hare (ORD/KORD),410,18:34:00,19:41:00,01:07:00,SkyWest Airlines (OO/SKW),Embraer ERJ-175 (E175),N153SY,8A
437,08/09/2016,1855,Chicago / O'Hare (ORD/KORD),Nashville / Nashville (BNA/KBNA),410,14:16:00,15:16:00,01:00:00,United Airlines (UA/UAL),Airbus A319-100 (A319),N827UA,11A
436,08/07/2016,46,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,16:33:00,17:23:00,00:50:00,American Airlines (AA/AAL),McDonnell Douglas MD-83 (MD83),N570AA,20B
435,08/06/2016,1217,Chicago / O'Hare (ORD/KORD),Minneapolis / St Paul (MSP/KMSP),334,17:30:00,18:29:00,00:59:00,Frontier Airlines (F9/FFT),Airbus A320-200 (A320),N206FR,27A
434,07/26/2016,3274,Pittsburgh / Pittsburgh (PIT/KPIT),Chicago / O'Hare (ORD/KORD),412,20:24:00,20:30:00,01:06:00,Envoy Air (MQ/ENY),Bombardier CRJ-700 (CRJ7),N530EA,6A
433,07/26/2016,4381,New York / La Guardia (LGA/KLGA),Pittsburgh / Pittsburgh (PIT/KPIT),334,18:46:00,19:42:00,00:56:00,Republic Airlines (YX/RPA),Embraer ERJ-175 (E175),N442YX,4F
432,07/26/2016,2143,Washington / Washington National (DCA/KDCA),New York / La Guardia (LGA/KLGA),214,13:27:00,14:08:00,00:41:00,American Airlines (AA/AAL),Embraer ERJ-190 (E190),N944UW,4F
431,07/26/2016,1267,Chicago / O'Hare (ORD/KORD),Washington / Washington National (DCA/KDCA),611,09:01:00,11:22:00,01:21:00,American Airlines (AA/AAL),Boeing 737-800 (B738),N989NN,15B
430,07/24/2016,2016,Minneapolis / St Paul (MSP/KMSP),Chicago / O'Hare (ORD/KORD),334,10:43:00,11:37:00,00:54:00,Frontier Airlines (F9/FFT),Airbus A320-200 (A320),N214FR,10F
429,07/23/2016,1216,Minneapolis / St Paul (MSP/KMSP),Minneapolis / St Paul (MSP/KMSP),0,20:32:00,22:22:00,01:50:00,Frontier Airlines (F9/FFT),Airbus A320-200 (A320),N214FR,25A
428,07/22/2016,1217,Chicago / O'Hare (ORD/KORD),Minneapolis / St Paul (MSP/KMSP),334,17:31:00,18:37:00,01:06:00,Frontier Airlines (F9/FFT),Airbus A320-200 (A320),N230FR,28F
